date,open,high,low,close,volume,earnings_report_pm
2026-02-19,415.810000,420.315000,407.740000,417.350000,21651264,0
2026-02-20,415.180000,430.570000,415.150000,428.170000,29894907,0
2026-02-23,422.310000,431.695000,415.300100,420.970000,25426639,0
2026-02-24,429.220000,436.270000,411.280000,418.010000,33389161,0
2026-02-25,426.500000,436.889900,423.000000,429.000000,27296338,0
2026-02-26,424.840000,434.000000,401.960000,415.560000,35433455,0
2026-02-27,401.810000,417.960000,401.181800,412.370000,28653878,0
2026-03-02,401.470000,417.610000,397.000000,412.670000,30049197,0
2026-03-03,386.550000,390.090000,374.550000,379.680000,39010902,0
2026-03-04,393.635000,407.880000,387.608900,400.770000,32644899,0
2026-03-05,398.600000,404.530000,380.300000,397.050000,29960060,0
2026-03-06,380.140000,391.179900,367.450000,370.300000,34458784,0
2026-03-09,363.960000,390.000000,357.670000,389.320000,35547220,0
2026-03-10,394.010000,415.310000,393.640000,403.110000,33745433,0
2026-03-11,410.770000,422.750000,405.790000,418.690000,30191430,0
2026-03-12,409.995000,413.730000,396.665000,405.350000,31720873,0
2026-03-13,413.750000,429.350000,413.000000,426.130000,39260990,0
2026-03-16,446.160000,454.860000,437.745000,441.800000,43067574,0
2026-03-17,452.535000,462.729900,445.140100,461.690000,43017891,0
2026-03-18,464.760000,471.340000,458.300000,461.730000,58973662,1
2026-03-19,424.970000,457.220000,421.110000,444.270000,74591901,0
2026-03-20,443.915000,449.100000,415.360100,422.900000,64224943,0
2026-03-23,426.145000,444.270000,401.520000,404.350000,54807325,0
2026-03-24,401.280000,404.980000,388.910000,395.530000,44975061,0
2026-03-25,383.000000,388.920000,371.381000,382.090000,55328681,0
2026-03-26,370.020000,374.250000,350.000000,355.460000,54515896,0
2026-03-27,359.860000,368.700000,354.060100,357.220000,45806655,0
2026-03-30,362.660000,362.810000,318.400000,321.800000,73833238,0
2026-03-31,321.670000,337.840000,311.490000,337.840000,73551844,0
2026-04-01,348.905000,377.889900,343.000000,367.850000,74429797,0
2026-04-02,341.340000,366.939900,340.200000,366.240000,51498685,0
2026-04-06,373.800000,385.076800,370.610000,377.760000,41414860,0
2026-04-07,374.125000,379.249900,364.100000,377.580000,40224123,0
2026-04-08,415.130000,416.000000,398.880000,406.730000,49216633,0
2026-04-09,407.610000,423.940000,398.440000,421.510000,43100965,0
2026-04-10,420.290000,423.860000,410.050000,420.590000,36377568,0
2026-04-13,416.470000,426.880000,408.500000,426.560000,37015799,0
2026-04-14,434.350000,465.780000,424.860000,465.660000,52534896,0
2026-04-15,457.625000,463.950000,439.320000,456.230000,40370110,0
2026-04-16,452.960000,462.340000,444.380000,457.230000,33626377,0
2026-04-17,466.850000,470.970000,452.200000,455.070000,33405025,0
2026-04-20,458.250000,464.560000,435.900000,448.420000,32013562,0
2026-04-21,451.320000,457.820000,441.300000,449.380000,27733985,0
2026-04-22,462.930000,491.980000,458.560000,487.480000,45998149,0
2026-04-23,482.280000,493.619900,471.800000,481.720000,38178002,0
2026-04-24,495.915000,506.990000,489.360000,496.720000,35379587,0
2026-04-27,510.560000,531.360000,510.018500,524.560000,41298792,0
2026-04-28,503.540000,518.833300,488.230000,504.290000,44816645,0
2026-04-29,526.000000,531.020000,508.800100,518.460000,36248450,0
2026-04-30,529.740000,535.500000,502.575000,517.160000,36554397,0
2026-05-01,511.780000,545.910000,510.210000,542.210000,40215252,0
2026-05-04,560.600000,592.799000,557.760000,576.450000,46043705,0
2026-05-05,609.775000,651.740000,605.470000,640.200000,64268503,0
2026-05-06,660.370000,667.670000,627.580000,666.590000,55725835,0
2026-05-07,649.830000,683.090000,635.420100,646.630000,47527514,0
2026-05-08,676.450000,747.210000,676.210000,746.810000,65130914,0
2026-05-11,792.980000,818.670000,768.000000,795.330000,70972938,0
2026-05-12,774.700000,782.760000,706.601000,766.580000,73742954,0
2026-05-13,813.155000,814.950000,779.470000,803.630000,54875148,0
2026-05-14,787.620000,812.000000,775.630000,776.010000,42142707,0
2026-05-15,732.570000,749.590000,719.000000,724.660000,48519043,0
2026-05-18,750.460000,757.000000,663.250000,681.540000,60042491,0
2026-05-19,665.580000,725.950000,652.210000,698.740000,61792066,0
2026-05-20,734.955000,735.680000,700.660000,731.990000,48827357,0
2026-05-21,736.360000,764.900000,732.200000,762.100000,42461460,0
2026-05-22,756.815000,780.199900,747.200000,751.000000,36002915,0
2026-05-26,820.500000,916.799900,820.295000,895.880000,76560763,0
2026-05-27,955.660000,956.160000,888.150000,928.410000,72295713,0
2026-05-28,929.830000,949.489900,904.780000,923.520000,49694349,0
2026-05-29,957.000000,981.000000,940.510000,971.000000,60498561,0
2026-06-01,1009.720000,1046.970000,1009.500000,1035.500000,46552116,0
2026-06-02,1050.000000,1076.560000,1017.201000,1064.100000,47555370,0
2026-06-03,1079.010000,1089.290000,1038.500000,1079.570000,40324175,0
2026-06-04,1007.100000,1036.369900,971.680000,996.000000,54917159,0
2026-06-05,944.400000,961.890000,864.010000,864.010000,77250536,0
2026-06-08,938.265000,962.950000,916.500000,949.280000,54097769,0
2026-06-09,988.175000,989.150000,854.350000,935.890000,73448646,0
2026-06-10,905.130000,957.480000,883.250000,891.880000,55712574,0
2026-06-11,904.370000,996.770000,895.500000,995.870000,59418902,0
2026-06-12,971.810000,1012.619800,960.190000,981.610000,40995386,0
2026-06-15,1055.890000,1097.470000,1051.500100,1087.990000,44994605,0
2026-06-16,1099.700000,1110.399900,1020.000000,1020.760000,45499755,0
2026-06-17,1061.300000,1093.670000,1014.140000,1043.190000,46149178,0
2026-06-18,1108.065000,1149.430000,1092.793500,1133.990000,64642538,0
2026-06-22,1196.215000,1213.560000,1168.570000,1211.380000,53140816,0
2026-06-23,1080.000000,1125.000000,1038.500000,1051.770000,60243260,0
2026-06-24,1082.220000,1083.320000,991.100100,1048.510000,68935710,1
2026-06-25,1233.000000,1255.000000,1136.310000,1213.560000,83040960,0
2026-06-26,1139.075000,1198.712100,1121.360000,1132.330000,86405307,0
2026-06-29,1128.700000,1148.790000,1023.650000,1145.280000,60694113,0
2026-06-30,1144.730000,1168.680000,1124.660000,1154.290000,42152627,0
2026-07-01,1082.010000,1097.000000,1032.200000,1032.280000,51328104,0
2026-07-02,1041.500000,1064.640000,950.280000,975.560000,61844373,0
2026-07-06,1007.000000,1019.000000,980.850000,984.750000,37115846,0
2026-07-07,923.010000,942.020000,891.660000,938.380000,52367526,0
2026-07-08,902.640000,959.000000,900.410000,948.800000,42978962,0
2026-07-09,1016.510000,1035.500000,987.130000,991.640000,41110745,0
2026-07-10,964.975000,998.000000,954.130000,979.300000,31768093,0
2026-07-13,929.000000,943.500000,902.600000,937.000000,35536239,0
2026-07-14,988.380000,994.800000,950.070000,983.120000,30835225,0
