date,open,high,low,close,volume,earnings_report_pm
2026-01-02,295.125000,315.600000,294.860000,315.420000,42604280,0
2026-01-05,325.130000,325.530000,309.550000,312.150000,34608591,0
2026-01-06,318.280000,344.550000,318.060000,343.430000,48732420,0
2026-01-07,340.710000,346.300000,337.180100,339.550000,32781099,0
2026-01-08,342.900000,343.660000,321.360000,327.020000,33897720,0
2026-01-09,332.745000,345.800000,326.190000,345.090000,33387505,0
2026-01-12,340.550000,348.470000,339.320000,345.870000,23152588,0
2026-01-13,346.270000,351.230000,335.220000,338.130000,23881339,0
2026-01-14,334.840000,339.100000,328.200000,333.350000,20277196,0
2026-01-15,345.325000,347.770000,336.270000,336.630000,25370230,0
2026-01-16,353.100000,365.810000,352.040000,362.750000,47901925,0
2026-01-20,364.680000,381.559900,361.350000,365.000000,49744908,0
2026-01-21,372.850000,394.200000,366.730000,389.110000,56712817,0
2026-01-22,396.640000,397.780000,376.920000,397.580000,39607596,0
2026-01-23,397.160000,412.429900,390.740000,399.650000,35404198,0
2026-01-26,395.500000,398.000000,384.300000,389.090000,29193925,0
2026-01-27,404.610000,416.449900,399.600000,410.240000,36212062,0
2026-01-28,422.435000,438.940000,417.000000,435.280000,42725675,0
2026-01-29,439.370000,444.710000,417.700000,435.790000,42675710,0
2026-01-30,446.465000,455.500000,407.130000,414.880000,51022881,0
2026-02-02,412.180000,442.430000,410.000000,437.800000,37771237,0
2026-02-03,442.160000,442.300000,407.530000,419.440000,42763289,0
2026-02-04,410.590000,413.000000,363.901000,379.400000,58074935,0
2026-02-05,369.620000,390.930000,366.000000,382.890000,38899485,0
2026-02-06,377.965000,396.650000,372.872600,394.690000,37196006,0
2026-02-09,380.690000,391.809900,370.680000,383.500000,31009558,0
2026-02-10,375.990000,382.790000,366.060000,373.250000,35433808,0
2026-02-11,395.385000,414.160000,386.570000,410.340000,48474994,0
2026-02-12,422.250000,438.770000,411.164800,413.970000,45639117,0
2026-02-13,405.190000,420.880000,392.710000,411.660000,33807586,0
2026-02-17,400.950000,413.660000,395.300000,399.780000,28549505,0
2026-02-18,399.500000,427.850000,394.600000,420.950000,32306578,0
