Stock quote and option quote for ORCL on 4/13/26 17:55:59

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
155.62,N,+17.53,157.84,K,158.00,U,80 x 200,"49,717,498",139.77,155.91,139.72

UNDERLYING EXTRA INFO
Last Size,Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,FastBeta
0,1.29%,27.94,.5,Q,4/9/26,345.72,121.235,"2,876,046,000",custom expression subscription limit exceeded

Theo parameters
Theo date,Theo stock price,Theo volatility
4/13/26, 0.00$, 0.00%

17 APR 26  (4)  100
,,Volume,Open.Int,Prob.OTM,Prob.ITM,Size,Delta,Impl Vol,Gamma,Rho,Theta,Vega,Extrinsic,Intrinsic,High,Low,Theo Price,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Prob.OTM,Prob.ITM,Size,Delta,Impl Vol,Gamma,Rho,Theta,Vega,Extrinsic,Intrinsic,High,Low,Theo Price,,
,,5,121,54.28%,45.72%,707 x 687,.68,54.99%,.00,.74,-.04,.60,30.635,12.84,41.95,34.20,48.30,41.55,J,45.40,J,17 JUN 27,145,27.00,J,29.70,J,2,442,44.98%,55.02%,245 x 635,-.31,57.12%,.00,-.75,-.03,.60,28.35,0,32.51,28.00,32.39,,
,,64,464,56.49%,43.51%,427 x 727,.66,54.88%,.00,.73,-.04,.61,33.435,7.84,41.50,34.34,46.20,40.25,J,42.30,J,17 JUN 27,150,30.00,Z,32.20,J,13,"2,688",42.82%,57.18%,1 x 535,-.33,57.15%,.00,-.79,-.04,.61,31.10,0,33.13,31.60,35.21,,
,,20,258,58.58%,41.42%,429 x 721,.64,54.61%,.00,.72,-.04,.63,36.235,2.84,40.05,35.35,44.09,38.10,J,40.05,J,17 JUN 27,155,31.70,J,34.40,J,10,"1,128",41.12%,58.88%,468 x 848,-.35,55.74%,.00,-.83,-.04,.63,33.05,0,34.15,33.00,37.12,,
,,5,779,60.78%,39.22%,"303 x 1,003",.62,55.17%,.00,.71,-.04,.64,37.50,0,37.55,36.75,42.64,36.00,J,39.00,J,17 JUN 27,160,34.75,B,38.00,J,<empty>,"1,691",38.95%,61.05%,25 x 628,-.37,56.37%,.00,-.88,-.04,.64,34.215,2.16,0,0,40.54,,
,,19,125,62.76%,37.24%,224 x 840,.60,55.29%,.00,.69,-.04,.65,35.75,0,33.47,30.37,40.97,34.10,X,37.40,J,17 JUN 27,165,36.50,J,41.00,A,<empty>,481,37.22%,62.78%,448 x 357,-.40,55.37%,.00,-.91,-.04,.65,31.59,7.16,0,0,42.87,,
,,41,"1,457",64.43%,35.57%,"1,135 x 1,028",.58,53.94%,.00,.68,-.04,.66,33.125,0,33.14,29.55,38.31,31.10,J,35.15,J,17 JUN 27,170,40.40,X,44.00,J,<empty>,"1,007",35.28%,64.72%,194 x 363,-.41,55.89%,.00,-.95,-.04,.65,30.04,12.16,0,0,46.38,,
,,27,224,66.11%,33.89%,881 x 1,.55,52.67%,.00,.67,-.04,.66,30.625,0,31.05,21.00,35.76,29.25,J,32.00,N,17 JUN 27,175,43.60,C,47.00,J,<empty>,722,33.54%,66.46%,27 x 515,-.43,55.73%,.00,-.99,-.04,.66,28.14,17.16,0,0,49.47,,
,,113,843,67.96%,32.04%,"1,103 x 1,089",.54,53.54%,.00,.65,-.04,.67,29.625,0,29.00,24.06,34.86,27.55,J,31.70,J,17 JUN 27,180,46.50,A,50.25,J,75,922,31.89%,68.11%,248 x 357,-.45,55.40%,.00,-1.02,-.04,.66,26.215,22.16,48.08,48.01,52.52,,
,,884,109,69.65%,30.35%,"563 x 1,106",.52,54.05%,.00,.63,-.04,.67,28.475,0,25.75,23.71,33.78,26.90,J,30.05,J,17 JUN 27,185,50.00,N,53.50,J,1,481,30.28%,69.72%,15 x 389,-.47,55.41%,.00,-1.05,-.04,.66,24.59,27.16,53.18,53.18,55.88,,
,,29,889,71.22%,28.78%,"831 x 1,119",.50,53.96%,.00,.62,-.04,.67,27.00,0,26.20,23.80,32.31,25.00,J,29.00,J,17 JUN 27,190,53.35,Z,57.00,J,<empty>,954,28.75%,71.25%,16 x 528,-.49,55.37%,.00,-1.08,-.04,.66,23.015,32.16,0,0,59.28,,
,,4,203,72.73%,27.27%,"1,094 x 1,069",.48,53.31%,.00,.60,-.04,.67,25.225,0,22.07,18.50,30.48,23.25,J,27.20,J,17 JUN 27,195,57.05,J,60.50,J,<empty>,151,27.29%,72.71%,12 x 359,-.51,55.49%,.00,-1.11,-.03,.66,21.615,37.16,0,0,62.86,,
,,429,"1,142",74.18%,25.82%,279 x 932,.46,53.01%,.00,.58,-.04,.67,23.75,0,23.75,17.25,28.97,22.75,J,24.75,J,17 JUN 27,200,59.50,J,63.35,A,1,"1,597",25.87%,74.13%,389 x 298,-.53,54.05%,.00,-1.13,-.03,.66,19.265,42.16,63.91,63.91,65.34,,
,,7,373,76.87%,23.13%,208 x 17,.43,52.66%,.00,.55,-.04,.66,21.175,0,20.22,16.90,26.33,20.30,X,22.05,N,17 JUN 27,210,67.65,A,71.00,J,3,503,23.31%,76.69%,51 x 434,-.56,54.83%,.00,-1.17,-.03,.64,17.165,52.16,75.38,71.65,73.21,,
,,17,516,79.33%,20.67%,604 x 883,.40,52.30%,.00,.51,-.04,.65,18.85,0,18.00,16.27,23.90,17.80,J,19.90,J,17 JUN 27,220,74.50,J,78.85,J,1,309,20.94%,79.06%,370 x 331,-.60,54.37%,.00,-1.19,-.03,.63,14.515,62.16,79.77,79.77,80.38,,
,,2,427,81.50%,18.50%,519 x 975,.37,52.26%,.00,.48,-.04,.64,16.95,0,15.65,14.60,21.90,15.95,J,17.95,J,17 JUN 27,230,83.15,A,86.50,X,<empty>,550,18.90%,81.10%,59 x 301,-.62,54.85%,.00,-1.20,-.03,.61,12.665,72.16,0,0,88.43,,
,,<empty>,305,83.35%,16.65%,"692 x 1,188",.34,52.71%,.00,.45,-.04,.62,15.55,0,0,0,20.44,13.75,J,17.35,J,17 JUN 27,240,90.90,J,95.00,J,<empty>,500,17.05%,82.95%,277 x 351,-.65,54.98%,.00,-1.20,-.03,.58,10.79,82.16,0,0,96.40,,
,,107,"1,077",85.08%,14.92%,"198 x 1,432",.31,52.64%,.00,.42,-.04,.60,14.00,0,14.06,9.05,18.76,12.85,X,15.15,J,17 JUN 27,250,99.90,N,103.50,J,<empty>,285,15.54%,84.46%,14 x 370,-.67,55.94%,.00,-1.20,-.03,.56,9.54,92.16,0,0,105.08,,
,,2,858,86.74%,13.26%,"14 x 1,283",.29,52.13%,.00,.39,-.04,.58,12.35,0,11.30,11.30,16.91,11.25,B,13.45,J,17 JUN 27,260,107.50,J,112.00,J,<empty>,243,13.95%,86.05%,426 x 372,-.69,55.40%,.00,-1.16,-.03,.53,7.59,102.16,0,0,112.89,,
,,21,250,88.26%,11.74%,"1,172 x 1,393",.26,51.50%,.00,.36,-.03,.55,10.80,0,10.55,9.12,15.13,9.60,J,12.00,J,17 JUN 27,270,116.50,X,120.50,J,<empty>,57,12.71%,87.29%,276 x 284,-.71,55.92%,.00,-1.13,-.02,.51,6.34,112.16,0,0,121.52,,
,,82,500,89.34%,10.66%,"1 x 1,326",.24,52.13%,.00,.34,-.03,.53,10.075,0,9.35,6.80,14.34,9.40,C,10.75,J,17 JUN 27,280,125.65,A,129.50,A,<empty>,56,11.70%,88.30%,251 x 247,-.72,56.93%,.00,-1.10,-.02,.49,5.415,122.16,0,0,130.54,,
,,<empty>,469,90.48%,9.52%,"28 x 1,165",.22,51.97%,.00,.31,-.03,.51,9.025,0,0,0,13.11,8.05,C,10.00,J,17 JUN 27,290,134.50,J,139.00,J,<empty>,156,10.84%,89.16%,433 x 421,-.73,58.04%,.00,-1.07,-.02,.47,4.59,132.16,0,0,139.67,,
,,11,"1,304",91.87%,8.13%,"1,160 x 1",.19,50.32%,.00,.28,-.03,.47,7.375,0,7.71,4.75,11.07,6.75,J,8.00,D,17 JUN 27,300,144.75,J,148.50,A,1,36,10.36%,89.64%,5 x 249,-.72,60.60%,.00,-1.08,-.02,.46,4.465,142.16,151.12,151.12,149.68,,
,,4,584,92.53%,7.47%,"1,038 x 1,123",.18,51.13%,.00,.26,-.03,.45,7.00,0,6.75,4.78,10.65,6.00,J,8.00,J,17 JUN 27,310,153.50,X,157.50,A,2,0,9.55%,90.45%,121 x 118,-.73,60.94%,.00,-1.02,-.02,.44,3.34,152.16,165.02,165.02,158.43,,
,,6,"2,009",93.45%,6.55%,524 x 1,.17,50.54%,.00,.24,-.03,.42,6.075,0,6.07,4.75,9.48,5.55,J,6.60,Z,17 JUN 27,320,163.50,N,167.50,X,<empty>,5,9.25%,90.75%,106 x 123,-.72,63.78%,.00,-1.03,-.03,.44,3.34,162.16,0,0,168.61,,
,,<empty>,157,94.01%,5.99%,292 x 865,.16,51.08%,.00,.22,-.03,.41,5.70,0,0,0,9.03,4.85,X,6.55,J,17 JUN 27,330,173.00,A,177.00,X,<empty>,4,8.81%,91.19%,122 x 118,-.72,65.48%,.00,-1.02,-.03,.44,2.84,172.16,0,0,178.16,,
,,23,318,94.38%,5.62%,"411 x 1,547",.15,52.15%,.00,.22,-.03,.40,5.575,0,3.70,3.55,8.91,4.65,X,6.50,J,17 JUN 27,340,183.00,X,187.00,X,<empty>,1,8.59%,91.41%,125 x 123,-.71,68.33%,.00,-1.03,-.03,.44,2.84,182.16,0,0,188.35,,
,,23,415,95.29%,4.71%,"1,158 x 1,361",.13,50.55%,.00,.19,-.02,.36,4.475,0,5.39,3.65,7.42,3.55,J,5.40,J,17 JUN 27,350,192.50,X,196.50,X,11,2,8.23%,91.77%,125 x 118,-.71,70.05%,.00,-1.01,-.03,.44,2.34,192.16,196.93,196.93,197.92,,
,,<empty>,104,95.51%,4.49%,"471 x 1,110",.13,51.79%,.00,.18,-.02,.35,4.475,0,0,0,7.46,3.40,X,5.55,J,17 JUN 27,360,202.50,X,206.50,X,<empty>,0,8.06%,91.94%,129 x 122,-.70,72.92%,.00,-1.03,-.03,.44,2.34,202.16,0,0,208.12,,
,,<empty>,339,96.01%,3.99%,"597 x 1,017",.11,51.51%,.00,.17,-.02,.33,3.975,0,0,0,6.78,2.95,X,5.00,J,17 JUN 27,370,212.00,X,216.50,X,<empty>,0,7.83%,92.17%,126 x 118,-.69,75.24%,.00,-1.03,-.03,.44,2.09,212.16,0,0,218.02,,
,,1,277,96.50%,3.50%,"904 x 1,093",.10,51.03%,.00,.15,-.02,.31,3.465,0,1.89,1.89,6.06,2.48,J,4.45,J,17 JUN 27,380,222.50,X,226.50,X,<empty>,0,7.75%,92.25%,129 x 122,-.67,78.68%,.00,-1.06,-.03,.45,2.34,222.16,0,0,228.54,,
,,23,202,96.80%,3.20%,"854 x 1,312",.10,51.26%,.00,.14,-.02,.29,3.215,0,3.00,2.62,5.72,2.18,J,4.25,J,17 JUN 27,390,233.00,M,236.50,A,<empty>,0,7.66%,92.34%,10 x 100,-.66,82.11%,.00,-1.09,-.04,.46,2.59,232.16,0,0,239.06,,
,,11,486,97.23%,2.77%,346 x 1,.08,50.62%,.00,.13,-.02,.27,2.75,0,2.60,2.50,5.03,2.30,J,3.20,Z,17 JUN 27,400,242.00,X,246.50,X,<empty>,0,7.43%,92.57%,126 x 118,-.65,83.91%,.00,-1.08,-.04,.46,2.09,242.16,0,0,248.66,,
,,4,95,97.50%,2.50%,557 x 58,.08,50.61%,.00,.12,-.02,.25,2.495,0,1.80,1.60,4.66,2.05,X,2.94,X,17 JUN 27,410,252.00,X,256.50,X,<empty>,0,7.30%,92.70%,130 x 122,-.64,86.81%,.00,-1.09,-.04,.46,2.09,252.16,0,0,258.87,,
,,<empty>,33,97.74%,2.26%,641 x 1,.07,50.68%,.00,.11,-.01,.23,2.285,0,0,0,4.35,1.82,J,2.75,W,17 JUN 27,420,262.10,X,266.50,X,<empty>,0,7.19%,92.81%,129 x 122,-.63,89.81%,.00,-1.11,-.04,.47,2.14,262.16,0,0,269.15,,
,,<empty>,210,97.76%,2.24%,28 x 419,.07,51.99%,.00,.11,-.01,.24,2.38,0,0,0,4.52,1.78,N,2.98,J,17 JUN 27,430,272.00,X,277.00,Q,<empty>,0,7.10%,92.90%,130 x 101,-.61,93.14%,.00,-1.13,-.04,.47,2.34,272.16,0,0,279.61,,
,,<empty>,504,98.11%,1.89%,137 x 1,.06,51.00%,.00,.09,-.01,.21,1.96,0,0,0,3.86,1.60,X,2.32,W,17 JUN 27,440,282.00,X,286.50,X,<empty>,0,6.95%,93.05%,130 x 122,-.60,95.51%,.00,-1.14,-.04,.47,2.09,282.16,0,0,289.52,,
,,11,143,98.37%,1.63%,673 x 615,.05,50.37%,.00,.08,-.01,.19,1.665,0,1.60,1.60,3.38,1.06,X,2.27,J,17 JUN 27,450,293.50,W,296.50,X,<empty>,0,6.92%,93.08%,1 x 122,-.58,99.98%,.00,-1.18,-.05,.48,2.84,292.16,0,0,300.65,,
,,1,238,98.41%,1.59%,549 x 539,.06,51.36%,.00,.08,-.01,.19,1.70,0,1.35,1.35,3.45,1.13,X,2.27,J,17 JUN 27,460,302.00,X,307.00,X,<empty>,0,6.76%,93.24%,126 x 119,-.58,101.85%,.00,-1.17,-.05,.48,2.34,302.16,0,0,310.26,,
,,1,204,98.54%,1.46%,543 x 303,.05,51.45%,.00,.08,-.01,.18,1.57,0,1.34,1.34,3.24,1.11,X,2.03,J,17 JUN 27,470,312.00,X,317.00,X,<empty>,0,6.64%,93.36%,126 x 119,-.57,104.75%,.00,-1.18,-.05,.48,2.34,312.16,0,0,320.47,,
,,1,83,98.58%,1.42%,504 x 860,.05,52.37%,.00,.08,-.01,.18,1.60,0,1.42,1.42,3.31,1.05,X,2.15,J,17 JUN 27,480,322.00,X,327.00,X,<empty>,0,6.53%,93.47%,117 x 119,-.55,107.66%,.00,-1.19,-.05,.49,2.34,322.16,0,0,330.69,,
,,<empty>,193,98.82%,1.18%,571 x 29,.04,51.27%,.00,.07,-.01,.16,1.29,0,0,0,2.77,.87,X,1.71,C,17 JUN 27,490,332.00,M,337.00,X,<empty>,0,6.43%,93.57%,12 x 119,-.54,110.57%,.00,-1.20,-.05,.49,2.34,332.16,0,0,340.90,,
,,10,"1,736",98.86%,1.14%,489 x 6,.04,51.89%,.00,.06,-.01,.16,1.275,0,1.19,.84,2.76,.86,X,1.69,J,17 JUN 27,500,342.00,N,347.00,X,<empty>,0,6.32%,93.68%,5 x 123,-.53,113.49%,.00,-1.21,-.06,.49,2.34,342.16,0,0,351.11,,
,,395,"2,046",98.96%,1.04%,274 x 313,.04,51.98%,.00,.06,-.01,.15,1.185,0,1.20,.50,2.60,.85,X,1.52,J,17 JUN 27,510,352.00,M,357.00,X,<empty>,0,6.21%,93.79%,12 x 119,-.52,116.40%,.00,-1.22,-.06,.49,2.34,352.16,0,0,361.32,,

17 SEP 27  (522)  100

15 OCT 27  (550)  100

17 DEC 27  (613)  100
,,Volume,Open.Int,Prob.OTM,Prob.ITM,Size,Delta,Impl Vol,Gamma,Rho,Theta,Vega,Extrinsic,Intrinsic,High,Low,Theo Price,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Prob.OTM,Prob.ITM,Size,Delta,Impl Vol,Gamma,Rho,Theta,Vega,Extrinsic,Intrinsic,High,Low,Theo Price,,
,,<empty>,5,25.12%,74.88%,129 x 133,.91,61.64%,.00,.71,-.01,.28,6.66,87.84,0,0,96.29,92.50,X,96.50,X,17 DEC 27,70,5.15,J,7.00,J,<empty>,114,73.62%,26.38%,378 x 858,-.07,63.32%,.00,-.27,-.01,.28,6.075,0,0,0,7.72,,
,,2,12,25.98%,74.02%,129 x 111,.90,59.06%,.00,.78,-.02,.30,7.385,82.84,89.85,81.00,92.11,88.50,A,91.95,X,17 DEC 27,75,6.30,J,8.40,J,<empty>,85,70.90%,29.10%,461 x 942,-.08,63.17%,.00,-.32,-.01,.32,7.35,0,0,0,9.17,,
,,1,23,29.81%,70.19%,147 x 174,.89,60.41%,.00,.80,-.02,.34,9.41,77.84,85.65,85.65,89.43,85.00,J,89.50,J,17 DEC 27,80,6.75,J,8.75,J,<empty>,25,70.40%,29.60%,967 x 667,-.09,60.14%,.00,-.34,-.02,.34,7.75,0,0,0,9.60,,
,,<empty>,13,30.85%,69.15%,355 x 36,.88,58.14%,.00,.86,-.02,.37,10.31,72.84,0,0,85.42,81.60,J,84.70,Q,17 DEC 27,85,7.85,J,9.70,A,<empty>,55,68.55%,31.45%,960 x 70,-.11,58.93%,.00,-.39,-.02,.37,8.775,0,0,0,10.73,,
,,<empty>,28,33.57%,66.43%,315 x 24,.86,58.14%,.00,.88,-.02,.40,12.11,67.84,0,0,82.43,78.50,J,81.40,X,17 DEC 27,90,9.45,J,11.20,X,<empty>,54,65.87%,34.13%,882 x 185,-.12,58.90%,.00,-.44,-.02,.41,10.325,0,0,0,12.45,,
,,<empty>,23,36.09%,63.91%,293 x 58,.85,57.95%,.00,.91,-.02,.44,13.96,62.84,0,0,79.47,75.35,J,78.25,N,17 DEC 27,95,10.95,J,13.50,J,5,111,62.90%,37.10%,"1,119 x 1,077",-.14,59.38%,.00,-.50,-.02,.44,12.225,0,12.43,12.43,14.53,,
,,4,102,38.53%,61.47%,483 x 515,.83,57.74%,.00,.93,-.02,.47,15.91,57.84,69.45,62.00,76.60,72.00,J,75.50,J,17 DEC 27,100,11.65,J,15.20,J,1,909,61.26%,38.74%,"1,463 x 1,381",-.15,58.04%,.00,-.54,-.02,.47,13.425,0,13.75,13.75,15.81,,
,,<empty>,51,40.60%,59.40%,363 x 252,.82,57.06%,.00,.95,-.02,.50,17.735,52.84,0,0,73.57,69.00,J,72.15,J,17 DEC 27,105,14.75,J,16.15,J,28,"7,340",58.61%,41.39%,481 x 792,-.17,58.27%,.00,-.60,-.02,.50,15.45,0,16.10,16.00,17.98,,
,,1,112,42.74%,57.26%,490 x 380,.80,56.56%,.00,.96,-.03,.53,19.735,47.84,67.18,67.18,70.72,66.00,J,69.15,J,17 DEC 27,110,17.20,D,20.00,J,3,872,54.93%,45.07%,"1 x 1,262",-.18,60.34%,.00,-.68,-.02,.54,18.60,0,17.65,17.50,21.37,,
,,<empty>,54,45.58%,54.42%,301 x 388,.79,57.30%,.00,.96,-.03,.56,22.51,42.84,0,0,68.70,63.50,J,67.20,J,17 DEC 27,115,18.20,J,20.20,J,<empty>,239,54.32%,45.68%,528 x 577,-.20,57.48%,.00,-.71,-.02,.56,19.20,0,0,0,21.94,,
,,1,68,47.69%,52.31%,362 x 427,.77,57.01%,.00,.97,-.03,.58,24.835,37.84,60.84,60.84,66.16,60.50,J,64.85,J,17 DEC 27,120,19.95,J,22.30,J,2,478,52.35%,47.65%,731 x 710,-.21,56.94%,.00,-.77,-.02,.59,21.125,0,24.50,24.50,23.94,,
,,1,79,49.61%,50.39%,246 x 92,.75,56.45%,.00,.97,-.03,.61,27.085,32.84,58.34,58.34,63.52,58.75,X,61.10,J,17 DEC 27,125,21.25,J,25.30,J,1,352,50.30%,49.70%,"1,043 x 1,013",-.23,56.63%,.00,-.83,-.02,.61,23.275,0,24.30,24.30,26.18,,
,,2,101,51.64%,48.36%,278 x 475,.74,56.24%,.00,.97,-.03,.63,29.635,27.84,55.84,54.50,61.19,56.05,X,58.90,J,17 DEC 27,130,24.60,J,27.20,J,<empty>,727,48.03%,51.97%,499 x 837,-.25,56.92%,.00,-.89,-.03,.64,25.90,0,0,0,28.91,,
,,3,72,53.53%,46.47%,433 x 483,.72,55.86%,.00,.97,-.03,.65,32.16,22.84,54.49,52.65,58.82,53.00,J,57.00,J,17 DEC 27,135,26.95,J,30.50,J,<empty>,233,45.80%,54.20%,"484 x 1,146",-.26,57.35%,.00,-.95,-.03,.66,28.725,0,0,0,31.83,,
,,25,170,55.36%,44.64%,468 x 596,.71,55.47%,.00,.97,-.03,.67,34.76,17.84,53.00,43.05,56.51,51.05,J,54.15,J,17 DEC 27,140,28.35,J,32.80,J,1,693,44.35%,55.65%,"1,323 x 1,345",-.28,56.16%,.00,-1.00,-.03,.68,30.575,0,34.46,34.46,33.69,,
,,6,68,57.31%,42.69%,442 x 576,.69,55.55%,.00,.96,-.03,.69,37.76,12.84,47.60,42.00,54.62,49.10,J,52.10,J,17 DEC 27,145,30.50,J,34.45,J,<empty>,420,42.90%,57.10%,648 x 503,-.30,54.98%,.00,-1.05,-.03,.70,32.475,0,0,0,35.59,,
,,31,164,58.93%,41.07%,758 x 725,.67,54.89%,.00,.96,-.03,.71,40.335,7.84,47.05,41.50,52.25,46.50,J,49.85,J,17 DEC 27,150,33.50,J,38.00,J,352,"2,970",40.81%,59.19%,618 x 852,-.32,55.65%,.00,-1.11,-.03,.71,35.75,0,36.31,33.56,38.95,,
,,<empty>,192,60.86%,39.14%,593 x 786,.66,55.36%,.00,.95,-.03,.73,43.785,2.84,0,0,50.81,44.50,J,48.75,J,17 DEC 27,155,36.10,J,40.50,J,1,515,39.20%,60.80%,"629 x 1,273",-.33,55.17%,.00,-1.16,-.03,.73,38.30,0,42.26,42.26,41.52,,
,,4,155,62.22%,37.78%,661 x 52,.64,54.17%,.00,.95,-.04,.74,43.95,0,43.65,41.29,48.14,42.55,J,45.35,X,17 DEC 27,160,39.50,J,43.05,J,5,851,37.51%,62.49%,585 x 657,-.35,55.17%,.00,-1.21,-.03,.74,39.115,2.16,42.90,41.21,44.52,,
,,3,184,63.89%,36.11%,793 x 641,.62,54.22%,.00,.93,-.04,.75,42.25,0,39.00,39.00,46.51,40.50,J,44.00,J,17 DEC 27,165,42.95,A,46.50,J,<empty>,252,35.76%,64.24%,252 x 513,-.37,55.69%,.00,-1.26,-.03,.75,37.565,7.16,0,0,48.03,,
,,264,275,65.64%,34.36%,43 x 431,.61,55.05%,.00,.92,-.04,.76,41.225,0,41.15,36.63,45.59,40.30,A,42.15,J,17 DEC 27,170,45.90,A,48.65,X,3,"1,308",34.39%,65.61%,288 x 359,-.38,54.91%,.00,-1.30,-.03,.76,35.115,12.16,49.00,49.00,50.55,,
,,16,226,66.95%,33.05%,356 x 70,.59,54.09%,.00,.91,-.04,.77,38.90,0,38.27,37.79,43.26,37.90,X,39.90,X,17 DEC 27,175,48.25,X,52.05,X,<empty>,628,32.98%,67.02%,323 x 309,-.40,54.48%,.00,-1.35,-.03,.77,32.99,17.16,0,0,53.41,,
,,2,315,68.38%,31.62%,886 x 940,.58,54.01%,.00,.89,-.04,.78,37.325,0,37.00,34.50,41.72,35.50,J,39.15,J,17 DEC 27,180,51.00,J,55.50,X,<empty>,"1,346",31.58%,68.42%,390 x 317,-.42,54.24%,.00,-1.39,-.03,.77,31.09,22.16,0,0,56.50,,
,,65,179,69.70%,30.30%,841 x 913,.56,53.44%,.00,.88,-.04,.79,35.425,0,32.85,29.45,39.82,33.50,J,37.35,J,17 DEC 27,185,54.50,J,58.95,X,<empty>,483,30.19%,69.81%,326 x 339,-.43,54.40%,.00,-1.43,-.03,.78,29.565,27.16,0,0,59.98,,
,,1,213,71.01%,28.99%,685 x 85,.54,53.24%,.00,.87,-.04,.79,33.875,0,31.88,31.88,38.29,32.70,J,35.05,X,17 DEC 27,190,57.50,J,62.00,X,<empty>,790,28.93%,71.07%,387 x 345,-.45,53.90%,.00,-1.46,-.03,.78,27.59,32.16,0,0,62.96,,
,,13,403,72.26%,27.74%,"1,075 x 737",.53,52.81%,.00,.85,-.04,.80,32.20,0,31.00,24.70,36.60,30.50,J,33.90,J,17 DEC 27,195,61.00,J,65.50,X,1,344,27.67%,72.33%,361 x 382,-.47,53.93%,.00,-1.50,-.03,.78,26.09,37.16,63.90,63.90,66.45,,
,,33,778,73.53%,26.47%,1 x 132,.52,54.00%,.00,.83,-.04,.80,31.875,0,31.06,27.80,36.37,31.50,A,32.25,X,17 DEC 27,200,64.50,J,68.60,X,<empty>,"1,672",26.48%,73.52%,344 x 309,-.48,53.61%,.00,-1.53,-.03,.78,24.39,42.16,0,0,69.70,,
,,1,556,75.77%,24.23%,567 x 385,.49,53.25%,.00,.80,-.04,.80,28.90,0,28.30,28.30,33.36,27.15,J,30.65,J,17 DEC 27,210,71.95,A,75.25,A,5,513,24.23%,75.77%,317 x 341,-.51,53.34%,.00,-1.58,-.03,.77,21.44,52.16,74.82,74.00,76.67,,
,,<empty>,191,77.83%,22.17%,235 x 867,.46,53.07%,.00,.77,-.04,.80,26.575,0,0,0,31.01,25.20,X,27.95,J,17 DEC 27,220,79.90,X,83.50,X,<empty>,"1,091",22.21%,77.79%,248 x 320,-.54,54.16%,.00,-1.62,-.03,.76,19.54,62.16,0,0,84.76,,
,,50,558,79.76%,20.24%,771 x 23,.43,52.43%,.00,.73,-.04,.79,24.075,0,24.08,23.70,28.44,22.90,J,25.25,M,17 DEC 27,230,87.50,A,91.00,X,<empty>,723,20.36%,79.64%,239 x 307,-.56,54.01%,.00,-1.65,-.02,.75,17.09,72.16,0,0,92.20,,
,,<empty>,166,81.53%,18.47%,812 x 878,.40,52.00%,.00,.70,-.04,.78,21.925,0,0,0,26.21,20.20,J,23.65,J,17 DEC 27,240,95.40,X,98.75,A,<empty>,"1,101",18.68%,81.32%,226 x 294,-.59,53.98%,.00,-1.66,-.02,.73,14.915,82.16,0,0,99.93,,
,,3,682,83.11%,16.89%,352 x 1,.38,51.95%,.00,.67,-.03,.77,20.225,0,20.50,16.70,24.45,19.45,X,21.00,B,17 DEC 27,250,103.15,X,107.00,A,52,"1,813",17.15%,82.85%,296 x 298,-.61,53.98%,.00,-1.66,-.02,.70,12.915,92.16,115.32,105.27,107.82,,
,,18,242,84.36%,15.64%,"1 x 1,028",.37,53.10%,.00,.64,-.03,.76,19.575,0,17.01,16.91,23.84,19.00,C,20.15,J,17 DEC 27,260,111.00,J,115.50,A,5,178,15.77%,84.23%,289 x 278,-.64,54.02%,.00,-1.64,-.02,.68,11.09,102.16,115.70,115.70,115.88,,
,,72,788,85.88%,14.12%,"1,317 x 723",.34,51.69%,.00,.60,-.03,.74,17.125,0,16.65,15.20,21.18,16.05,J,18.20,J,17 DEC 27,270,119.50,J,124.00,J,<empty>,230,14.56%,85.44%,320 x 291,-.65,54.36%,.00,-1.62,-.02,.66,9.59,112.16,0,0,124.29,,
,,11,416,87.27%,12.73%,"1,587 x 24",.31,50.60%,.00,.56,-.03,.71,15.075,0,15.10,14.98,18.93,13.60,J,16.55,B,17 DEC 27,280,128.15,A,132.50,J,3,118,13.45%,86.55%,278 x 279,-.67,54.66%,.00,-1.59,-.02,.63,8.165,122.16,135.95,135.95,132.76,,
,,<empty>,"3,540",88.19%,11.81%,671 x 5,.30,51.38%,.00,.54,-.03,.70,14.475,0,0,0,18.33,13.45,J,15.50,N,17 DEC 27,290,137.00,J,141.50,J,3,491,12.53%,87.47%,348 x 314,-.68,55.39%,.00,-1.55,-.02,.61,7.09,132.16,145.00,145.00,141.63,,
,,65,"1,421",89.12%,10.88%,272 x 771,.28,51.62%,.00,.51,-.03,.68,13.575,0,13.74,10.00,17.36,12.85,X,14.30,J,17 DEC 27,300,146.85,B,150.00,J,7,"1,216",11.76%,88.24%,19 x 272,-.69,56.45%,.00,-1.53,-.02,.59,6.265,142.16,154.45,147.95,150.79,,
,,61,"1,542",89.90%,10.10%,"1 x 1,265",.27,52.11%,.00,.49,-.03,.67,12.925,0,12.67,9.30,16.67,12.25,X,13.60,J,17 DEC 27,310,155.00,X,159.50,J,3,44,10.96%,89.04%,242 x 231,-.70,56.82%,.00,-1.47,-.02,.56,5.09,152.16,157.65,157.65,159.53,,
