Stock quote and option quote for AMZN on 4/10/26 07:31:41

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
233.65,Q,0,234.00,Q,234.10,P,900 x 500,"668,709",0,0,0

UNDERLYING EXTRA INFO
Last Size,Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,FastBeta
0,<empty>,32.59,<empty>,--,,258.60,165.285,"10,754,251,799",1.85

10 APR 26  (0)  100 (Weeklys)
,,Volume,Open.Int,Prob.OTM,Prob.ITM,Size,Delta,Impl Vol,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Prob.OTM,Prob.ITM,Size,Delta,Impl Vol,,
,,<empty>,1,9.41%,90.59%,<empty>,.96,44.59%,113.90, ,116.65, ,19 MAR 27,125,2.07, ,2.47, ,<empty>,7,89.56%,10.44%,<empty>,-.04,46.14%,,
,,<empty>,2,11.80%,88.20%,<empty>,.95,45.69%,109.45, ,112.95, ,19 MAR 27,130,2.46, ,2.82, ,<empty>,16,88.40%,11.60%,<empty>,-.05,45.41%,,
,,<empty>,0,12.73%,87.27%,<empty>,.94,44.54%,105.05, ,108.30, ,19 MAR 27,135,2.86, ,3.30, ,<empty>,30,87.09%,12.91%,<empty>,-.06,44.79%,,
,,<empty>,9,14.42%,85.58%,<empty>,.93,44.35%,100.70, ,104.20, ,19 MAR 27,140,3.30, ,3.75, ,<empty>,101,85.82%,14.18%,<empty>,-.07,44.04%,,
,,<empty>,6,14.99%,85.01%,<empty>,.93,42.62%,96.40, ,99.20, ,19 MAR 27,145,3.85, ,4.30, ,<empty>,362,84.33%,15.67%,<empty>,-.08,43.48%,,
,,<empty>,13,17.72%,82.28%,<empty>,.91,43.53%,92.15, ,96.00, ,19 MAR 27,150,4.50, ,4.70, ,<empty>,"2,447",82.96%,17.04%,<empty>,-.09,42.69%,,
,,<empty>,7,18.77%,81.23%,<empty>,.90,42.27%,88.75, ,90.55, ,19 MAR 27,155,4.90, ,5.60, ,<empty>,126,81.36%,18.64%,<empty>,-.10,42.10%,,
,,<empty>,5,19.98%,80.02%,<empty>,.89,41.14%,83.65, ,86.95, ,19 MAR 27,160,5.65, ,6.35, ,<empty>,462,79.61%,20.39%,<empty>,-.11,41.61%,,
,,<empty>,6,21.91%,78.09%,<empty>,.88,40.77%,80.00, ,82.65, ,19 MAR 27,165,6.45, ,7.25, ,<empty>,227,77.75%,22.25%,<empty>,-.12,41.18%,,
,,<empty>,15,24.68%,75.32%,<empty>,.86,41.35%,76.25, ,79.55, ,19 MAR 27,170,7.50, ,8.15, ,<empty>,401,75.73%,24.27%,<empty>,-.14,40.85%,,
,,<empty>,11,26.03%,73.97%,<empty>,.85,40.15%,72.50, ,74.85, ,19 MAR 27,175,8.65, ,9.00, ,<empty>,261,73.76%,26.24%,<empty>,-.15,40.40%,,
,,<empty>,56,28.70%,71.30%,<empty>,.83,40.47%,69.65, ,71.05, ,19 MAR 27,180,9.35, ,10.35, ,<empty>,249,71.81%,28.19%,<empty>,-.17,39.85%,,
,,<empty>,18,30.46%,69.54%,<empty>,.81,39.63%,65.45, ,67.45, ,19 MAR 27,185,10.95, ,11.30, ,<empty>,"1,344",69.58%,30.42%,<empty>,-.19,39.58%,,
,,<empty>,21,32.63%,67.37%,<empty>,.80,39.23%,61.90, ,63.90, ,19 MAR 27,190,12.30, ,12.75, ,<empty>,675,67.28%,32.72%,<empty>,-.21,39.34%,,
,,<empty>,28,35.15%,64.85%,<empty>,.78,39.26%,58.45, ,61.00, ,19 MAR 27,195,13.65, ,14.50, ,<empty>,125,64.92%,35.08%,<empty>,-.23,39.17%,,
,,<empty>,438,37.52%,62.48%,<empty>,.76,39.07%,55.85, ,57.20, ,19 MAR 27,200,15.20, ,15.70, ,<empty>,"1,075",62.81%,37.19%,<empty>,-.25,38.59%,,
,,<empty>,93,39.66%,60.34%,<empty>,.74,38.51%,52.35, ,53.95, ,19 MAR 27,205,16.75, ,17.55, ,<empty>,167,60.45%,39.55%,<empty>,-.27,38.33%,,
,,<empty>,66,41.81%,58.19%,<empty>,.72,37.89%,48.90, ,50.75, ,19 MAR 27,210,18.75, ,19.15, ,<empty>,261,58.10%,41.90%,<empty>,-.29,38.06%,,
,,<empty>,155,44.37%,55.63%,<empty>,.69,37.98%,45.90, ,48.40, ,19 MAR 27,215,20.60, ,21.20, ,<empty>,401,55.71%,44.29%,<empty>,-.31,37.83%,,
,,<empty>,859,46.75%,53.25%,<empty>,.67,37.77%,43.80, ,44.90, ,19 MAR 27,220,22.70, ,23.15, ,<empty>,402,53.36%,46.64%,<empty>,-.34,37.55%,,
,,<empty>,110,49.14%,50.86%,<empty>,.65,37.63%,41.00, ,42.45, ,19 MAR 27,225,24.80, ,25.40, ,<empty>,109,51.00%,49.00%,<empty>,-.36,37.31%,,
,,<empty>,125,51.52%,48.48%,<empty>,.63,37.57%,38.70, ,39.85, ,19 MAR 27,230,26.95, ,27.70, ,<empty>,126,48.68%,51.32%,<empty>,-.39,36.99%,,
,,<empty>,146,53.67%,46.33%,<empty>,.60,36.90%,35.80, ,37.00, ,19 MAR 27,235,29.55, ,30.15, ,<empty>,136,46.33%,53.67%,<empty>,-.41,36.89%,,
,,<empty>,918,56.01%,43.99%,<empty>,.58,36.90%,33.90, ,34.55, ,19 MAR 27,240,32.10, ,32.70, ,<empty>,66,44.04%,55.96%,<empty>,-.44,36.68%,,
,,<empty>,"7,588",58.24%,41.76%,<empty>,.56,36.70%,31.65, ,32.30, ,19 MAR 27,245,34.60, ,35.30, ,<empty>,"7,553",41.82%,58.18%,<empty>,-.46,36.33%,,
,,<empty>,441,60.41%,39.59%,<empty>,.54,36.41%,29.45, ,30.05, ,19 MAR 27,250,37.55, ,38.35, ,<empty>,25,39.59%,60.41%,<empty>,-.49,36.36%,,
,,<empty>,474,62.55%,37.45%,<empty>,.51,36.31%,27.20, ,28.40, ,19 MAR 27,255,39.85, ,41.70, ,<empty>,79,37.46%,62.54%,<empty>,-.51,36.06%,,
,,<empty>,273,64.63%,35.37%,<empty>,.49,36.06%,25.50, ,26.15, ,19 MAR 27,260,43.40, ,44.75, ,<empty>,3,35.37%,64.63%,<empty>,-.54,36.17%,,
,,<empty>,157,66.66%,33.34%,<empty>,.47,35.74%,23.45, ,24.30, ,19 MAR 27,265,46.30, ,48.00, ,<empty>,0,33.35%,66.65%,<empty>,-.56,35.90%,,
,,<empty>,165,68.59%,31.41%,<empty>,.45,35.84%,22.10, ,22.70, ,19 MAR 27,270,49.65, ,51.30, ,<empty>,1,31.41%,68.59%,<empty>,-.59,35.78%,,
,,<empty>,77,70.48%,29.52%,<empty>,.42,35.61%,20.10, ,21.35, ,19 MAR 27,275,51.90, ,55.15, ,<empty>,4,29.45%,70.55%,<empty>,-.61,35.22%,,
,,<empty>,177,72.28%,27.72%,<empty>,.40,35.50%,18.95, ,19.55, ,19 MAR 27,280,55.70, ,59.45, ,<empty>,6,27.77%,72.23%,<empty>,-.63,35.72%,,
,,<empty>,62,74.02%,25.98%,<empty>,.38,35.33%,17.40, ,18.20, ,19 MAR 27,285,59.35, ,62.95, ,<empty>,0,26.03%,73.97%,<empty>,-.66,35.53%,,
,,<empty>,46,75.65%,24.35%,<empty>,.36,35.28%,16.30, ,16.80, ,19 MAR 27,290,63.70, ,66.50, ,<empty>,4,24.47%,75.53%,<empty>,-.68,35.70%,,
,,<empty>,59,77.26%,22.74%,<empty>,.34,35.09%,14.80, ,15.70, ,19 MAR 27,295,67.05, ,70.60, ,<empty>,0,22.87%,77.13%,<empty>,-.70,35.46%,,
,,<empty>,552,78.75%,21.25%,<empty>,.32,35.01%,13.85, ,14.40, ,19 MAR 27,300,71.65, ,74.75, ,<empty>,3,21.60%,78.40%,<empty>,-.72,35.98%,,
,,<empty>,231,80.15%,19.85%,<empty>,.31,34.97%,12.80, ,13.40, ,19 MAR 27,305,75.10, ,78.65, ,<empty>,0,20.03%,79.97%,<empty>,-.74,35.42%,,
,,<empty>,459,81.55%,18.45%,<empty>,.29,34.78%,11.75, ,12.30, ,19 MAR 27,310,79.25, ,82.90, ,<empty>,0,18.75%,81.25%,<empty>,-.76,35.49%,,

17 JUN 27  (433)  100
,,Volume,Open.Int,Prob.OTM,Prob.ITM,Size,Delta,Impl Vol,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Prob.OTM,Prob.ITM,Size,Delta,Impl Vol,,
,,<empty>,319,6.30%,93.70%,<empty>,.98,53.31%,151.95, ,155.55, ,17 JUN 27,85,.72, ,1.00, ,<empty>,616,94.59%,5.41%,<empty>,-.02,51.44%,,
,,<empty>,22,7.20%,92.80%,<empty>,.98,52.55%,147.45, ,150.95, ,17 JUN 27,90,.96, ,1.16, ,<empty>,180,93.76%,6.24%,<empty>,-.02,50.69%,,
,,<empty>,29,7.95%,92.05%,<empty>,.98,51.43%,142.90, ,146.35, ,17 JUN 27,95,1.15, ,1.30, ,<empty>,798,93.13%,6.87%,<empty>,-.02,49.48%,,
,,<empty>,245,7.33%,92.67%,<empty>,.98,47.95%,138.35, ,141.05, ,17 JUN 27,100,1.39, ,1.59, ,<empty>,203,92.15%,7.85%,<empty>,-.03,48.86%,,
,,<empty>,126,8.35%,91.65%,<empty>,.97,47.35%,133.85, ,136.55, ,17 JUN 27,105,1.64, ,1.86, ,<empty>,130,91.25%,8.75%,<empty>,-.03,48.01%,,
,,<empty>,242,9.39%,90.61%,<empty>,.97,46.71%,129.35, ,132.10, ,17 JUN 27,110,1.94, ,2.06, ,<empty>,502,90.43%,9.57%,<empty>,-.03,46.98%,,
,,<empty>,133,10.46%,89.54%,<empty>,.96,46.01%,124.90, ,127.65, ,17 JUN 27,115,2.34, ,2.40, ,<empty>,209,89.26%,10.74%,<empty>,-.04,46.41%,,
,,<empty>,93,11.63%,88.37%,<empty>,.95,45.38%,120.50, ,123.25, ,17 JUN 27,120,2.72, ,2.77, ,<empty>,"1,285",88.15%,11.85%,<empty>,-.05,45.69%,,
,,<empty>,128,12.94%,87.06%,<empty>,.95,44.88%,116.15, ,118.95, ,17 JUN 27,125,3.05, ,3.20, ,<empty>,284,87.07%,12.93%,<empty>,-.05,44.87%,,
,,<empty>,336,14.25%,85.75%,<empty>,.94,44.30%,111.85, ,114.65, ,17 JUN 27,130,3.50, ,3.70, ,<empty>,"1,325",85.79%,14.21%,<empty>,-.06,44.25%,,
,,<empty>,156,15.99%,84.01%,<empty>,.93,44.18%,107.60, ,110.70, ,17 JUN 27,135,4.10, ,4.25, ,<empty>,842,84.32%,15.68%,<empty>,-.07,43.79%,,
,,<empty>,"1,391",17.89%,82.11%,<empty>,.92,44.17%,104.55, ,105.80, ,17 JUN 27,140,4.65, ,4.80, ,<empty>,"1,271",82.98%,17.02%,<empty>,-.08,43.13%,,
,,<empty>,247,18.43%,81.57%,<empty>,.91,42.48%,99.25, ,101.95, ,17 JUN 27,145,5.30, ,5.50, ,<empty>,849,81.43%,18.57%,<empty>,-.09,42.65%,,
,,<empty>,827,20.93%,79.07%,<empty>,.90,43.05%,96.35, ,97.65, ,17 JUN 27,150,6.05, ,6.20, ,<empty>,"6,205",79.84%,20.16%,<empty>,-.10,42.15%,,
,,<empty>,348,22.53%,77.47%,<empty>,.89,42.50%,92.35, ,93.65, ,17 JUN 27,155,6.85, ,7.05, ,<empty>,"1,019",78.13%,21.87%,<empty>,-.11,41.73%,,
,,<empty>,641,24.61%,75.39%,<empty>,.87,42.46%,88.70, ,89.95, ,17 JUN 27,160,7.70, ,7.90, ,<empty>,"4,355",76.45%,23.55%,<empty>,-.12,41.23%,,
,,<empty>,298,26.27%,73.73%,<empty>,.86,41.89%,85.00, ,85.90, ,17 JUN 27,165,8.70, ,8.90, ,<empty>,"4,178",74.60%,25.40%,<empty>,-.14,40.88%,,
,,<empty>,427,28.10%,71.90%,<empty>,.85,41.47%,81.30, ,82.15, ,17 JUN 27,170,9.70, ,10.10, ,<empty>,"3,996",72.67%,27.33%,<empty>,-.15,40.56%,,
,,<empty>,347,29.96%,70.04%,<empty>,.83,41.06%,77.65, ,78.50, ,17 JUN 27,175,10.90, ,11.15, ,<empty>,"2,315",70.79%,29.21%,<empty>,-.17,40.15%,,
,,<empty>,"5,723",31.94%,68.06%,<empty>,.82,40.76%,74.20, ,74.95, ,17 JUN 27,180,12.05, ,12.40, ,<empty>,"4,985",68.88%,31.12%,<empty>,-.18,39.74%,,
,,<empty>,789,33.85%,66.15%,<empty>,.80,40.33%,70.60, ,71.55, ,17 JUN 27,185,13.45, ,13.75, ,<empty>,"3,439",66.83%,33.17%,<empty>,-.20,39.46%,,
,,<empty>,"1,556",35.86%,64.14%,<empty>,.79,40.01%,67.35, ,68.10, ,17 JUN 27,190,14.90, ,15.20, ,<empty>,"5,433",64.79%,35.21%,<empty>,-.22,39.15%,,
,,<empty>,735,37.94%,62.06%,<empty>,.77,39.76%,63.50, ,65.55, ,17 JUN 27,195,16.50, ,16.80, ,<empty>,"1,539",62.67%,37.33%,<empty>,-.23,38.92%,,
,,<empty>,"6,398",40.05%,59.95%,<empty>,.75,39.57%,60.95, ,61.95, ,17 JUN 27,200,17.95, ,18.75, ,<empty>,"5,411",60.54%,39.46%,<empty>,-.25,38.69%,,
,,<empty>,"1,953",41.93%,58.07%,<empty>,.74,39.01%,57.90, ,58.45, ,17 JUN 27,205,19.95, ,20.30, ,<empty>,753,58.44%,41.56%,<empty>,-.27,38.43%,,
,,<empty>,"2,107",44.04%,55.96%,<empty>,.72,38.81%,54.95, ,55.60, ,17 JUN 27,210,21.80, ,22.15, ,<empty>,"1,960",56.35%,43.65%,<empty>,-.29,38.14%,,
,,<empty>,716,46.13%,53.87%,<empty>,.70,38.58%,52.10, ,52.80, ,17 JUN 27,215,23.85, ,24.20, ,<empty>,906,54.21%,45.79%,<empty>,-.31,37.96%,,
,,<empty>,"1,995",48.17%,51.83%,<empty>,.68,38.31%,49.35, ,50.00, ,17 JUN 27,220,25.90, ,26.30, ,<empty>,"1,985",52.12%,47.88%,<empty>,-.33,37.70%,,
,,<empty>,"3,273",50.26%,49.74%,<empty>,.66,38.18%,46.85, ,47.40, ,17 JUN 27,225,28.20, ,28.55, ,<empty>,938,50.01%,49.99%,<empty>,-.36,37.54%,,
,,<empty>,"3,670",52.27%,47.73%,<empty>,.64,37.92%,44.20, ,44.90, ,17 JUN 27,230,30.55, ,30.85, ,<empty>,"1,354",47.95%,52.05%,<empty>,-.38,37.32%,,
,,<empty>,905,54.29%,45.71%,<empty>,.62,37.75%,41.70, ,42.60, ,17 JUN 27,235,33.00, ,33.40, ,<empty>,763,45.89%,54.11%,<empty>,-.40,37.18%,,
,,<empty>,"2,089",56.26%,43.74%,<empty>,.60,37.53%,39.60, ,40.00, ,17 JUN 27,240,35.50, ,36.00, ,<empty>,774,43.89%,56.11%,<empty>,-.42,36.98%,,
,,<empty>,"1,277",58.20%,41.80%,<empty>,.58,37.35%,37.35, ,37.80, ,17 JUN 27,245,38.25, ,38.95, ,<empty>,566,41.88%,58.12%,<empty>,-.44,36.97%,,
,,<empty>,"5,614",60.12%,39.88%,<empty>,.56,37.30%,35.45, ,35.70, ,17 JUN 27,250,41.00, ,41.40, ,<empty>,"1,549",39.99%,60.01%,<empty>,-.47,36.61%,,
,,<empty>,"6,046",61.96%,38.04%,<empty>,.54,36.99%,33.20, ,33.60, ,17 JUN 27,255,43.80, ,44.70, ,<empty>,510,38.08%,61.92%,<empty>,-.49,36.60%,,
,,<empty>,"3,378",63.78%,36.22%,<empty>,.52,37.02%,31.30, ,32.00, ,17 JUN 27,260,46.65, ,47.75, ,<empty>,475,36.25%,63.75%,<empty>,-.51,36.39%,,
,,<empty>,"1,377",65.53%,34.47%,<empty>,.50,36.74%,29.45, ,29.90, ,17 JUN 27,265,49.95, ,50.90, ,<empty>,335,34.46%,65.54%,<empty>,-.53,36.36%,,
,,<empty>,"2,395",67.24%,32.76%,<empty>,.48,36.62%,27.75, ,28.15, ,17 JUN 27,270,53.20, ,54.15, ,<empty>,542,32.74%,67.26%,<empty>,-.56,36.25%,,
,,<empty>,"1,638",68.90%,31.10%,<empty>,.46,36.53%,26.10, ,26.55, ,17 JUN 27,275,56.60, ,57.55, ,<empty>,220,31.07%,68.93%,<empty>,-.58,36.20%,,
,,<empty>,"6,211",70.48%,29.52%,<empty>,.44,36.48%,24.55, ,25.10, ,17 JUN 27,280,60.05, ,61.00, ,<empty>,349,29.46%,70.54%,<empty>,-.60,36.11%,,
,,<empty>,"1,025",72.06%,27.94%,<empty>,.42,36.12%,22.75, ,23.45, ,17 JUN 27,285,63.40, ,65.90, ,<empty>,198,28.02%,71.98%,<empty>,-.62,36.63%,,
,,<empty>,"1,102",73.50%,26.50%,<empty>,.41,36.25%,21.65, ,22.20, ,17 JUN 27,290,67.05, ,68.95, ,<empty>,220,26.50%,73.50%,<empty>,-.64,36.25%,,
,,<empty>,726,74.93%,25.07%,<empty>,.39,36.13%,20.35, ,20.80, ,17 JUN 27,295,69.70, ,73.50, ,<empty>,79,25.04%,74.96%,<empty>,-.66,36.04%,,
,,<empty>,"4,022",76.30%,23.70%,<empty>,.37,36.04%,19.15, ,19.50, ,17 JUN 27,300,74.15, ,77.25, ,<empty>,153,23.77%,76.23%,<empty>,-.68,36.30%,,
,,<empty>,556,77.61%,22.39%,<empty>,.36,35.94%,17.95, ,18.30, ,17 JUN 27,305,78.15, ,81.10, ,<empty>,103,22.49%,77.51%,<empty>,-.70,36.28%,,
,,<empty>,635,78.76%,21.24%,<empty>,.34,36.15%,16.85, ,17.70, ,17 JUN 27,310,81.55, ,85.15, ,<empty>,311,21.16%,78.84%,<empty>,-.72,35.92%,,
,,<empty>,262,80.09%,19.91%,<empty>,.32,35.67%,15.55, ,16.15, ,17 JUN 27,315,85.65, ,89.25, ,<empty>,63,20.00%,80.00%,<empty>,-.74,35.93%,,
,,<empty>,"3,796",81.16%,18.84%,<empty>,.31,35.78%,14.85, ,15.20, ,17 JUN 27,320,89.85, ,93.50, ,<empty>,173,18.93%,81.07%,<empty>,-.75,36.02%,,
,,<empty>,613,82.25%,17.75%,<empty>,.30,35.70%,13.90, ,14.25, ,17 JUN 27,325,94.60, ,97.85, ,<empty>,33,18.05%,81.95%,<empty>,-.76,36.49%,,
,,<empty>,"5,635",83.26%,16.74%,<empty>,.28,35.67%,13.05, ,13.40, ,17 JUN 27,330,98.45, ,102.00, ,<empty>,64,16.91%,83.09%,<empty>,-.79,36.09%,,
,,<empty>,544,84.24%,15.76%,<empty>,.27,35.61%,12.00, ,12.80, ,17 JUN 27,335,102.85, ,106.40, ,<empty>,1,16.00%,84.00%,<empty>,-.80,36.20%,,
,,<empty>,"1,182",85.15%,14.85%,<empty>,.26,35.59%,11.50, ,11.80, ,17 JUN 27,340,107.95, ,110.90, ,<empty>,0,15.38%,84.62%,<empty>,-.81,36.88%,,
,,<empty>,"15,532",86.83%,13.17%,<empty>,.23,35.55%,10.10, ,10.45, ,17 JUN 27,350,116.45, ,120.00, ,<empty>,0,13.68%,86.32%,<empty>,-.84,36.75%,,
,,<empty>,"4,284",88.35%,11.65%,<empty>,.21,35.49%,8.90, ,9.20, ,17 JUN 27,360,125.80, ,129.30, ,<empty>,0,12.43%,87.57%,<empty>,-.86,37.32%,,
,,<empty>,"19,105",89.68%,10.32%,<empty>,.19,35.50%,7.85, ,8.15, ,17 JUN 27,370,135.35, ,138.85, ,<empty>,0,11.47%,88.53%,<empty>,-.87,38.22%,,

16 JUL 27  (462)  100
,,Volume,Open.Int,Prob.OTM,Prob.ITM,Size,Delta,Impl Vol,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Prob.OTM,Prob.ITM,Size,Delta,Impl Vol,,
,,<empty>,0,8.36%,91.64%,<empty>,.97,46.00%,133.50, ,137.50, ,16 JUL 27,105,1.50, ,2.39, ,<empty>,26,90.57%,9.43%,<empty>,-.03,47.67%,,
,,<empty>,1,9.35%,90.65%,<empty>,.97,45.30%,129.00, ,133.05, ,16 JUL 27,110,1.71, ,2.77, ,<empty>,4,89.64%,10.36%,<empty>,-.04,46.78%,,
,,<empty>,5,10.93%,89.07%,<empty>,.96,45.35%,125.00, ,128.50, ,16 JUL 27,115,2.02, ,3.35, ,<empty>,13,88.31%,11.69%,<empty>,-.04,46.41%,,
,,<empty>,19,12.45%,87.55%,<empty>,.95,45.19%,120.50, ,124.50, ,16 JUL 27,120,2.46, ,3.35, ,<empty>,18,87.69%,12.31%,<empty>,-.05,45.00%,,
,,<empty>,3,13.20%,86.80%,<empty>,.95,43.95%,116.00, ,120.00, ,16 JUL 27,125,2.81, ,4.00, ,<empty>,47,86.32%,13.68%,<empty>,-.06,44.56%,,
,,<empty>,20,15.82%,84.18%,<empty>,.93,44.99%,112.00, ,116.50, ,16 JUL 27,130,2.92, ,4.60, ,<empty>,13,85.39%,14.61%,<empty>,-.06,43.50%,,
,,<empty>,3,15.90%,84.10%,<empty>,.93,42.85%,107.50, ,111.50, ,16 JUL 27,135,3.85, ,5.15, ,<empty>,122,83.57%,16.43%,<empty>,-.07,43.48%,,
,,<empty>,7,17.72%,82.28%,<empty>,.92,42.76%,103.50, ,107.50, ,16 JUL 27,140,4.00, ,5.95, ,<empty>,32,82.44%,17.56%,<empty>,-.08,42.56%,,
,,<empty>,20,19.94%,80.06%,<empty>,.91,43.05%,99.50, ,104.00, ,16 JUL 27,145,5.15, ,6.75, ,<empty>,971,80.33%,19.67%,<empty>,-.09,42.75%,,
,,<empty>,25,21.06%,78.94%,<empty>,.90,42.03%,95.50, ,99.50, ,16 JUL 27,150,5.35, ,7.60, ,<empty>,88,79.19%,20.81%,<empty>,-.10,41.74%,,
,,<empty>,21,22.49%,77.51%,<empty>,.89,41.31%,91.50, ,95.35, ,16 JUL 27,155,5.90, ,8.55, ,<empty>,290,77.67%,22.33%,<empty>,-.11,41.14%,,
,,<empty>,28,24.13%,75.87%,<empty>,.88,40.79%,87.50, ,91.50, ,16 JUL 27,160,7.85, ,9.40, ,<empty>,"1,569",75.14%,24.86%,<empty>,-.13,41.62%,,
,,<empty>,39,25.91%,74.09%,<empty>,.86,40.39%,84.00, ,87.40, ,16 JUL 27,165,8.20, ,10.25, ,<empty>,680,73.99%,26.01%,<empty>,-.14,40.50%,,
,,<empty>,17,28.13%,71.87%,<empty>,.85,40.44%,80.00, ,84.50, ,16 JUL 27,170,9.70, ,11.25, ,<empty>,937,71.91%,28.09%,<empty>,-.15,40.40%,,
,,<empty>,20,29.83%,70.17%,<empty>,.84,39.86%,76.50, ,80.50, ,16 JUL 27,175,10.60, ,13.15, ,<empty>,29,69.75%,30.25%,<empty>,-.17,40.37%,,
,,<empty>,24,31.80%,68.20%,<empty>,.82,39.57%,73.00, ,77.00, ,16 JUL 27,180,12.50, ,14.45, ,<empty>,110,67.46%,32.54%,<empty>,-.19,40.47%,,
,,<empty>,90,33.50%,66.50%,<empty>,.81,38.91%,69.50, ,73.15, ,16 JUL 27,185,13.55, ,15.10, ,<empty>,14,66.11%,33.89%,<empty>,-.20,39.40%,,
,,<empty>,49,36.04%,63.96%,<empty>,.79,39.29%,66.50, ,70.50, ,16 JUL 27,190,15.10, ,16.50, ,<empty>,741,64.11%,35.89%,<empty>,-.22,39.10%,,
,,<empty>,47,37.89%,62.11%,<empty>,.77,38.79%,63.60, ,66.60, ,16 JUL 27,195,16.35, ,19.45, ,<empty>,61,61.63%,38.37%,<empty>,-.24,39.46%,,
,,<empty>,199,40.23%,59.77%,<empty>,.75,38.95%,61.15, ,63.50, ,16 JUL 27,200,18.40, ,20.05, ,<empty>,119,59.92%,40.08%,<empty>,-.25,38.73%,,
,,<empty>,202,42.20%,57.80%,<empty>,.74,38.60%,58.45, ,60.00, ,16 JUL 27,205,19.35, ,23.00, ,<empty>,51,57.77%,42.23%,<empty>,-.27,38.65%,,
,,<empty>,101,44.51%,55.49%,<empty>,.72,38.83%,55.60, ,57.85, ,16 JUL 27,210,21.40, ,24.25, ,<empty>,64,55.91%,44.09%,<empty>,-.29,38.12%,,
,,<empty>,172,46.69%,53.31%,<empty>,.70,38.90%,52.40, ,56.00, ,16 JUL 27,215,23.85, ,27.00, ,<empty>,"1,506",53.52%,46.48%,<empty>,-.31,38.52%,,
,,<empty>,213,48.23%,51.77%,<empty>,.68,37.78%,48.85, ,52.45, ,16 JUL 27,220,25.65, ,28.50, ,<empty>,561,51.76%,48.24%,<empty>,-.33,37.78%,,
,,<empty>,792,50.60%,49.40%,<empty>,.66,38.37%,47.10, ,50.50, ,16 JUL 27,225,28.15, ,31.05, ,<empty>,4,49.62%,50.38%,<empty>,-.35,37.87%,,
,,<empty>,120,52.40%,47.60%,<empty>,.64,37.76%,43.80, ,48.00, ,16 JUL 27,230,30.60, ,32.05, ,<empty>,19,47.88%,52.12%,<empty>,-.38,37.04%,,
,,<empty>,79,54.10%,45.90%,<empty>,.62,36.84%,41.10, ,44.40, ,16 JUL 27,235,32.55, ,35.80, ,<empty>,1,45.76%,54.24%,<empty>,-.40,37.25%,,
,,<empty>,698,56.30%,43.70%,<empty>,.60,37.52%,40.25, ,42.35, ,16 JUL 27,240,35.00, ,38.55, ,<empty>,19,43.82%,56.18%,<empty>,-.42,37.10%,,
,,<empty>,33,58.05%,41.95%,<empty>,.58,36.77%,36.50, ,40.50, ,16 JUL 27,245,38.05, ,41.10, ,<empty>,107,41.89%,58.11%,<empty>,-.44,37.04%,,
,,<empty>,254,59.89%,40.11%,<empty>,.56,36.44%,35.00, ,37.40, ,16 JUL 27,250,41.00, ,44.50, ,<empty>,279,39.97%,60.03%,<empty>,-.46,37.26%,,
,,<empty>,42,61.77%,38.23%,<empty>,.54,36.60%,32.50, ,36.50, ,16 JUL 27,255,43.90, ,46.55, ,<empty>,0,38.22%,61.78%,<empty>,-.48,36.70%,,
,,<empty>,319,63.55%,36.45%,<empty>,.53,36.58%,30.90, ,34.50, ,16 JUL 27,260,47.00, ,49.55, ,<empty>,6,36.45%,63.55%,<empty>,-.50,36.60%,,
,,<empty>,418,65.26%,34.74%,<empty>,.50,35.75%,28.60, ,31.65, ,16 JUL 27,265,50.00, ,53.10, ,<empty>,6,34.72%,65.28%,<empty>,-.53,36.63%,,
,,<empty>,26,66.96%,33.04%,<empty>,.49,35.69%,26.90, ,30.00, ,16 JUL 27,270,53.25, ,56.35, ,<empty>,1,33.06%,66.94%,<empty>,-.55,36.54%,,
,,<empty>,35,68.60%,31.40%,<empty>,.47,35.73%,25.40, ,28.50, ,16 JUL 27,275,56.65, ,59.05, ,<empty>,0,31.43%,68.57%,<empty>,-.57,36.17%,,
,,<empty>,104,70.20%,29.80%,<empty>,.45,35.52%,23.65, ,26.90, ,16 JUL 27,280,60.10, ,62.50, ,<empty>,0,29.87%,70.13%,<empty>,-.59,36.10%,,
,,<empty>,74,71.69%,28.31%,<empty>,.43,35.67%,22.25, ,25.85, ,16 JUL 27,285,63.60, ,66.60, ,<empty>,0,28.41%,71.59%,<empty>,-.61,36.30%,,
,,<empty>,349,73.16%,26.84%,<empty>,.41,35.59%,20.70, ,24.60, ,16 JUL 27,290,66.50, ,70.20, ,<empty>,0,26.89%,73.11%,<empty>,-.63,35.84%,,
,,<empty>,23,74.67%,25.33%,<empty>,.39,35.07%,19.35, ,22.40, ,16 JUL 27,295,69.50, ,74.50, ,<empty>,0,25.48%,74.52%,<empty>,-.65,35.70%,,
,,<empty>,209,75.98%,24.02%,<empty>,.38,35.19%,18.45, ,21.20, ,16 JUL 27,300,74.00, ,78.00, ,<empty>,62,24.20%,75.80%,<empty>,-.67,35.87%,,
